Id_member,Tanggal,Deskripsi_barang,Kategori
1902,2015-10-21,yogurt,Makanan dan Minuman
4390,2015-01-20,keju lembut,Bahan dan Bumbu Makanan
1985,2015-11-26,roti bolu,Makanan dan Minuman
1265,2015-09-29,anggur,Buah-buahan
2023,2015-08-31,kue tart,Makanan dan Minuman
4288,2015-09-25,daun brambang,Sayuran
2261,2015-06-29,seledri,Sayuran
3073,2015-01-17,keju,Makanan dan Minuman
2406,2015-04-09,bayam,Sayuran
3983,2015-07-20,gula,Bahan dan Bumbu Makanan
1737,2015-01-23,apel,Buah-buahan
1304,2015-04-30,markisa,Buah-buahan
4227,2015-08-20,yogurt,Makanan dan Minuman
3987,2015-06-17,roti bolu,Makanan dan Minuman
4127,2015-12-11,melon,Buah-buahan
1734,2015-03-20,roti cokelat,Makanan dan Minuman
2770,2015-07-15,kopi,Makanan dan Minuman
1454,2015-01-13,roti bolu,Makanan dan Minuman
2256,2015-08-21,minyak goreng,Bahan dan Bumbu Makanan
2625,2015-11-18,mentimun,Sayuran
4335,2015-05-12,kangkung,Sayuran
3738,2015-05-24,penyedap rasa,Bahan dan Bumbu Makanan
2394,2015-08-19,susu kental manis,Bahan dan Bumbu Makanan
1927,2015-05-15,minyak,Bahan dan Bumbu Makanan
3681,2015-10-14,kangkung,Sayuran
2435,2015-08-30,bayam,Sayuran
1728,2015-08-15,kacang telur,Makanan dan Minuman
4708,2015-04-14,wortel,Sayuran
1010,2015-07-31,roti bolu,Makanan dan Minuman
3735,2015-04-20,margarin,Bahan dan Bumbu Makanan
3331,2015-05-19,soda,Bahan dan Bumbu Makanan
2383,2015-05-10,daun singkong,Sayuran
1160,2015-11-20,kepiting rajungan,Ikan Segar
4890,2015-04-22,bayam,Sayuran
3513,2015-05-29,kepiting,Ikan Segar
2525,2015-01-14,bubur instan,Makanan dan Minuman
3708,2015-03-09,kue bar,Makanan dan Minuman
4746,2015-06-06,susu sapi,Makanan dan Minuman
4784,2015-11-09,kopi instan,Makanan dan Minuman
2051,2015-02-01,cumi-cumi,Ikan Segar
4745,2015-12-04,soda,Bahan dan Bumbu Makanan
4364,2015-01-17,tepung terigu,Bahan dan Bumbu Makanan
1493,2015-02-23,kopi instan,Makanan dan Minuman
1330,2015-05-18,soda,Bahan dan Bumbu Makanan
1777,2015-10-07,udang,Ikan Segar
2633,2015-10-07,anggur,Buah-buahan
1917,2015-01-23,susu sapi,Makanan dan Minuman
4891,2015-09-01,roti bolu,Makanan dan Minuman
3828,2015-06-15,bawang merah,Sayuran
2282,2015-11-05,anggur,Buah-buahan
2743,2015-10-08,permen,Makanan dan Minuman
2704,2015-11-18,roti bolu,Makanan dan Minuman
4170,2015-11-07,udang,Ikan Segar
3867,2015-07-09,tepung beras,Bahan dan Bumbu Makanan
2592,2015-04-23,margarin,Bahan dan Bumbu Makanan
1894,2015-03-10,soda,Bahan dan Bumbu Makanan
2348,2015-08-09,mentimun,Sayuran
3747,2015-02-24,roti cokelat,Makanan dan Minuman
4220,2015-08-21,roti bolu,Makanan dan Minuman
4504,2015-04-09,soda,Bahan dan Bumbu Makanan
3175,2015-11-23,ikan kaleng,Ikan Segar
4240,2015-06-28,bubur instan,Makanan dan Minuman
4608,2015-11-25,cokelat,Buah-buahan
3053,2015-03-12,ikan bandeng,Ikan Segar
4096,2015-06-29,alpukat,Buah-buahan
2517,2015-01-28,daging bebek,Daging-dagingan
1899,2015-10-24,bubur instan,Makanan dan Minuman
2934,2015-11-05,cokelat,Buah-buahan
2508,2015-12-27,pisang,Buah-buahan
1527,2015-05-14,mangga,Buah-buahan
1431,2015-07-11,daging bebek,Daging-dagingan
4148,2015-09-02,gurita,Ikan Segar
3862,2015-05-03,mentega,Bahan dan Bumbu Makanan
3402,2015-11-04,tepung beras,Bahan dan Bumbu Makanan
3178,2015-08-12,wafel,Bahan dan Bumbu Makanan
2134,2015-09-26,kangkung,Sayuran
1038,2015-04-23,mangga,Buah-buahan
4780,2015-09-19,melon,Buah-buahan
1251,2015-11-26,udang,Ikan Segar
4293,2015-09-30,kopi instan,Makanan dan Minuman
3676,2015-10-24,oat,Makanan dan Minuman
2992,2015-09-11,air mineral,Makanan dan Minuman
4124,2015-05-22,anggur,Buah-buahan
4756,2015-09-18,air mineral,Makanan dan Minuman
1422,2015-04-10,roti cokelat,Makanan dan Minuman
1229,2015-03-20,penyedap rasa,Bahan dan Bumbu Makanan
4733,2015-01-19,kepiting,Ikan Segar
2053,2015-09-17,bayam,Sayuran
4230,2015-03-15,roti cokelat,Makanan dan Minuman
3968,2015-12-11,roti bolu,Makanan dan Minuman
4935,2015-02-04,bubur instan,Makanan dan Minuman
2290,2015-12-01,penyedap rasa,Bahan dan Bumbu Makanan
2143,2015-07-25,cabai rawit,Sayuran
3657,2015-01-22,margarin,Bahan dan Bumbu Makanan
4369,2015-08-25,bawang merah,Sayuran
2639,2015-12-11,melon,Buah-buahan
2706,2015-08-14,kue bar,Makanan dan Minuman
2133,2015-05-08,bubur instan,Makanan dan Minuman
3635,2015-07-23,daun singkong,Sayuran
2734,2015-03-30,roti bolu,Makanan dan Minuman
1080,2015-05-14,cabai rawit,Sayuran
4413,2015-11-10,bawang merah,Sayuran
1729,2015-08-28,makanan matang,Makanan dan Minuman
2167,2015-10-18,bawang putih,Sayuran
1391,2015-03-19,daun singkong,Sayuran
3347,2015-05-06,tepung beras,Bahan dan Bumbu Makanan
4091,2015-12-28,minyak goreng,Bahan dan Bumbu Makanan
4589,2015-10-07,soda,Bahan dan Bumbu Makanan
3590,2015-02-27,bubur instan,Makanan dan Minuman
4147,2015-02-01,belut,Ikan Segar
4187,2015-09-14,gula,Bahan dan Bumbu Makanan
2613,2015-11-04,roti bolu,Makanan dan Minuman
4197,2015-03-11,roti bolu,Makanan dan Minuman
4553,2015-06-13,bubuk pengembang,Bahan dan Bumbu Makanan
3045,2015-03-26,susu sapi,Makanan dan Minuman
2079,2015-07-19,cabai rawit,Sayuran
1108,2015-07-30,bubur instan,Makanan dan Minuman
4306,2015-04-26,daging bebek,Daging-dagingan
2761,2015-02-03,roti cokelat,Makanan dan Minuman
3931,2015-08-03,roti cokelat,Makanan dan Minuman
4351,2015-08-05,selada,Sayuran
2788,2015-03-09,ikan sarden,Ikan Segar
3962,2015-05-28,kopi,Makanan dan Minuman
3690,2015-05-21,gula,Bahan dan Bumbu Makanan
4937,2015-06-28,kopi,Makanan dan Minuman
2544,2015-01-20,cuka,Bahan dan Bumbu Makanan
2439,2015-10-31,roti cokelat,Makanan dan Minuman
2952,2015-11-08,ikan sarden,Ikan Segar
1472,2015-09-19,wafel,Bahan dan Bumbu Makanan
3781,2015-04-21,gurita,Ikan Segar
1079,2015-09-09,kopi instan,Makanan dan Minuman
4636,2015-05-01,cokelat,Buah-buahan
4644,2015-08-25,bubur instan,Makanan dan Minuman
2226,2015-02-17,sawi,Sayuran
4477,2015-02-15,tepung beras,Bahan dan Bumbu Makanan
3132,2015-08-29,bubuk lada,Bahan dan Bumbu Makanan
4295,2015-03-24,roti bolu,Makanan dan Minuman
2918,2015-11-12,kangkung,Sayuran
3167,2015-03-02,roti bolu,Makanan dan Minuman
1993,2015-05-22,wafel,Bahan dan Bumbu Makanan
4643,2015-08-08,belut,Ikan Segar
3999,2015-06-02,keju,Makanan dan Minuman
2625,2015-03-22,bubuk lada,Bahan dan Bumbu Makanan
2398,2015-08-01,minyak,Bahan dan Bumbu Makanan
2945,2015-07-19,wafel,Bahan dan Bumbu Makanan
3523,2015-04-26,daun singkong,Sayuran
1726,2015-12-26,kopi instan,Makanan dan Minuman
4540,2015-02-24,anggur,Buah-buahan
4479,2015-10-02,mentega,Bahan dan Bumbu Makanan
1472,2015-11-02,bayam,Sayuran
1149,2015-12-12,yogurt,Makanan dan Minuman
2504,2015-02-08,minyak,Bahan dan Bumbu Makanan
4835,2015-09-12,soda,Bahan dan Bumbu Makanan
1832,2015-11-17,mayones,Bahan dan Bumbu Makanan
1403,2015-03-25,keju,Makanan dan Minuman
4856,2015-01-18,minyak goreng,Bahan dan Bumbu Makanan
3369,2015-02-22,penyedap rasa,Bahan dan Bumbu Makanan
4364,2015-12-24,udang,Ikan Segar
4686,2015-12-11,yogurt,Makanan dan Minuman
2876,2015-03-22,kopi,Makanan dan Minuman
1449,2015-01-26,margarin,Bahan dan Bumbu Makanan
3499,2015-04-05,susu sapi uht,Makanan dan Minuman
3462,2015-05-16,bubuk lada,Bahan dan Bumbu Makanan
1512,2015-02-23,bubur instan,Makanan dan Minuman
1551,2015-01-14,roti bolu,Makanan dan Minuman
3993,2015-02-18,udang,Ikan Segar
3494,2015-03-25,soda,Bahan dan Bumbu Makanan
1819,2015-06-25,anggur,Buah-buahan
3581,2015-06-09,daging kambing,Daging-dagingan
3763,2015-04-29,tepung terigu,Bahan dan Bumbu Makanan
2807,2015-03-07,buah pir,Buah-buahan
1133,2015-03-26,kopi instan,Makanan dan Minuman
4923,2015-04-19,soda,Bahan dan Bumbu Makanan
3912,2015-06-01,daun singkong,Sayuran
4312,2015-10-19,soda,Bahan dan Bumbu Makanan
3141,2015-08-13,ikan nila,Ikan Segar
5000,2015-10-02,ikan kembung,Ikan Segar
3954,2015-01-21,kopi instan,Makanan dan Minuman
3928,2015-07-18,daging bebek,Daging-dagingan
3827,2015-09-30,daun singkong,Sayuran
4699,2015-08-02,daging sapi,Daging-dagingan
4747,2015-08-06,cokelat,Buah-buahan
3028,2015-09-06,margarin,Bahan dan Bumbu Makanan
2851,2015-03-16,lobster,Ikan Segar
4417,2015-02-25,daging bebek,Daging-dagingan
3822,2015-07-03,beras,Bahan dan Bumbu Makanan
2288,2015-05-31,anggur,Buah-buahan
2184,2015-06-30,mentega,Bahan dan Bumbu Makanan
1345,2015-07-21,soda,Bahan dan Bumbu Makanan
4441,2015-09-11,kapulaga,Bahan dan Bumbu Makanan
2540,2015-02-16,pisang,Buah-buahan
1997,2015-06-06,daun singkong,Sayuran
2294,2015-07-26,anggur,Buah-buahan
1523,2015-03-28,markisa,Buah-buahan
3165,2015-08-18,daun brambang,Sayuran
4831,2015-12-04,ikan nila,Ikan Segar
4073,2015-02-11,penyedap rasa,Bahan dan Bumbu Makanan
3661,2015-07-25,kangkung,Sayuran
2019,2015-09-10,lobster,Ikan Segar
1092,2015-05-16,kangkung,Sayuran
4078,2015-11-14,udang,Ikan Segar
4753,2015-06-21,cokelat,Buah-buahan
1279,2015-10-09,susu sapi,Makanan dan Minuman
1012,2015-11-19,bubur instan,Makanan dan Minuman
2362,2015-11-23,roti cokelat,Makanan dan Minuman
2789,2015-06-02,tepung beras,Bahan dan Bumbu Makanan
3229,2015-07-08,teh,Makanan dan Minuman
1715,2015-03-05,gurita,Ikan Segar
4351,2015-01-16,terong,Sayuran
4397,2015-06-27,roti bolu,Makanan dan Minuman
3653,2015-10-21,daging kambing,Daging-dagingan
2730,2015-10-11,penyedap rasa,Bahan dan Bumbu Makanan
4321,2015-10-27,anggur,Buah-buahan
1086,2015-11-17,mentega,Bahan dan Bumbu Makanan
1708,2015-12-28,roti bolu,Makanan dan Minuman
4293,2015-08-24,roti bolu,Makanan dan Minuman
4524,2015-04-22,cengkeh,Bahan dan Bumbu Makanan
3783,2015-08-03,gula,Bahan dan Bumbu Makanan
1460,2015-06-24,tepung terigu,Bahan dan Bumbu Makanan
2960,2015-12-19,minyak goreng,Bahan dan Bumbu Makanan
3442,2015-12-10,daun singkong,Sayuran
4059,2015-07-05,tepung beras,Bahan dan Bumbu Makanan
1822,2015-03-03,roti bolu,Makanan dan Minuman
1584,2015-10-07,gula,Bahan dan Bumbu Makanan
1624,2015-04-02,kepiting rajungan,Ikan Segar
4877,2015-06-11,wortel,Sayuran
1567,2015-11-04,kunyit,Bahan dan Bumbu Makanan
2018,2015-04-01,soda,Bahan dan Bumbu Makanan
1182,2015-01-09,keju lembut,Bahan dan Bumbu Makanan
3401,2015-02-08,permen,Makanan dan Minuman
4547,2015-01-18,markisa,Buah-buahan
3547,2015-10-21,kue tart,Makanan dan Minuman
4831,2015-06-04,seledri,Sayuran
2851,2015-01-01,udang,Ikan Segar
3072,2015-02-28,daging bebek,Daging-dagingan
1398,2015-04-15,kue bar,Makanan dan Minuman
1779,2015-10-28,roti bolu,Makanan dan Minuman
1823,2015-11-27,kopi instan,Makanan dan Minuman
3360,2015-11-14,keju,Makanan dan Minuman
1565,2015-10-15,kopi,Makanan dan Minuman
4321,2015-08-05,wafel,Bahan dan Bumbu Makanan
1293,2015-05-03,kerang hijau,Ikan Segar
3331,2015-07-25,bubur instan,Makanan dan Minuman
2408,2015-05-19,bubur instan,Makanan dan Minuman
2742,2015-10-10,kopi,Makanan dan Minuman
3934,2015-01-05,penyedap rasa,Bahan dan Bumbu Makanan
4742,2015-06-22,kangkung,Sayuran
4405,2015-07-22,soda,Bahan dan Bumbu Makanan
3229,2015-03-25,margarin,Bahan dan Bumbu Makanan
2817,2015-12-22,tepung panir,Bahan dan Bumbu Makanan
2741,2015-02-17,soda,Bahan dan Bumbu Makanan
3562,2015-12-30,roti bolu,Makanan dan Minuman
4442,2015-10-06,daging bebek,Daging-dagingan
2022,2015-05-02,roti bolu,Makanan dan Minuman
4380,2015-03-11,beras,Bahan dan Bumbu Makanan
3687,2015-12-22,roti bolu,Makanan dan Minuman
2077,2015-07-05,ikan bawal,Ikan Segar
3273,2015-03-15,tepung beras,Bahan dan Bumbu Makanan
3736,2015-11-27,tepung terigu,Bahan dan Bumbu Makanan
3190,2015-03-28,soda,Bahan dan Bumbu Makanan
3295,2015-07-28,terong,Sayuran
3276,2015-06-30,ikan beku,Ikan Segar
4405,2015-06-01,kangkung,Sayuran
4266,2015-07-31,nastar,Makanan dan Minuman
1372,2015-06-25,kopi,Makanan dan Minuman
1242,2015-12-13,minyak goreng,Bahan dan Bumbu Makanan
4820,2015-01-05,soda,Bahan dan Bumbu Makanan
4702,2015-08-11,oat,Makanan dan Minuman
3687,2015-07-16,tepung beras,Bahan dan Bumbu Makanan
4115,2015-03-20,margarin,Bahan dan Bumbu Makanan
2236,2015-03-02,mangga,Buah-buahan
1026,2015-03-15,mentega,Bahan dan Bumbu Makanan
2678,2015-03-20,roti bolu,Makanan dan Minuman
1934,2015-04-08,gula,Bahan dan Bumbu Makanan
3525,2015-02-14,soda,Bahan dan Bumbu Makanan
1354,2015-11-29,kepiting,Ikan Segar
2782,2015-09-04,daging bebek,Daging-dagingan
4456,2015-05-16,susu sapi,Makanan dan Minuman
4869,2015-03-04,penyedap rasa,Bahan dan Bumbu Makanan
2454,2015-08-26,roti bolu,Makanan dan Minuman
4222,2015-08-20,oat,Makanan dan Minuman
1358,2015-11-09,tepung beras,Bahan dan Bumbu Makanan
3393,2015-02-15,ikan kembung,Ikan Segar
1615,2015-03-12,ikan kaleng,Ikan Segar
4734,2015-12-07,roti bolu,Makanan dan Minuman
4946,2015-04-11,kue tart,Makanan dan Minuman
2419,2015-08-22,udang,Ikan Segar
4989,2015-03-06,mentimun,Sayuran
2961,2015-05-27,salad,Sayuran
2707,2015-07-03,wafel,Bahan dan Bumbu Makanan
2010,2015-06-11,air mineral,Makanan dan Minuman
1502,2015-04-16,wortel,Sayuran
2600,2015-04-29,udang,Ikan Segar
3603,2015-01-30,bubur instan,Makanan dan Minuman
4352,2015-04-14,kopi,Makanan dan Minuman
1477,2015-05-16,kopi,Makanan dan Minuman
4938,2015-11-24,bubur instan,Makanan dan Minuman
2745,2015-01-27,cuka,Bahan dan Bumbu Makanan
2738,2015-09-11,daging kambing,Daging-dagingan
4170,2015-01-19,penyedap rasa,Bahan dan Bumbu Makanan
3776,2015-05-17,kangkung,Sayuran
1062,2015-09-18,bubur instan,Makanan dan Minuman
1546,2015-03-01,anggur,Buah-buahan
2020,2015-11-19,kangkung,Sayuran
2366,2015-01-18,permen,Makanan dan Minuman
1107,2015-03-01,bubur instan,Makanan dan Minuman
1407,2015-07-29,air mineral,Makanan dan Minuman
3718,2015-02-26,roti bolu,Makanan dan Minuman
4808,2015-07-26,margarin,Bahan dan Bumbu Makanan
2940,2015-05-21,ikan sarden,Ikan Segar
3048,2015-10-12,kangkung,Sayuran
3165,2015-06-15,kentang,Sayuran
4306,2015-12-28,alpukat,Buah-buahan
4302,2015-05-11,kacang telur,Makanan dan Minuman
4516,2015-03-29,melon,Buah-buahan
3582,2015-03-31,air mineral,Makanan dan Minuman
1534,2015-10-07,margarin,Bahan dan Bumbu Makanan
1844,2015-07-24,buah naga,Buah-buahan
1218,2015-05-07,mentega,Bahan dan Bumbu Makanan
4482,2015-11-30,kangkung,Sayuran
2574,2015-11-12,kangkung,Sayuran
2767,2015-01-27,mentimun,Sayuran
2794,2015-09-29,tepung beras,Bahan dan Bumbu Makanan
4228,2015-03-26,kepiting rajungan,Ikan Segar
3062,2015-08-06,kangkung,Sayuran
2365,2015-06-21,ikan nila,Ikan Segar
3775,2015-07-07,margarin,Bahan dan Bumbu Makanan
2232,2015-06-05,keju lembut,Bahan dan Bumbu Makanan
4156,2015-03-08,cokelat,Buah-buahan
3643,2015-09-20,kangkung,Sayuran
3470,2015-04-10,bawang merah,Sayuran
2602,2015-11-12,bubur instan,Makanan dan Minuman
4796,2015-10-06,tepung terigu,Bahan dan Bumbu Makanan
3289,2015-09-08,roti bolu,Makanan dan Minuman
4470,2015-03-31,ikan salmon,Ikan Segar
2502,2015-07-02,kopi instan,Makanan dan Minuman
2205,2015-07-03,tepung beras,Bahan dan Bumbu Makanan
3201,2015-01-21,pemanis buatan,Bahan dan Bumbu Makanan
2882,2015-06-25,markisa,Buah-buahan
2757,2015-12-16,mentega,Bahan dan Bumbu Makanan
3679,2015-08-30,bubur instan,Makanan dan Minuman
2380,2015-12-02,minyak goreng,Bahan dan Bumbu Makanan
1825,2015-06-10,bayam,Sayuran
2868,2015-07-18,yogurt,Makanan dan Minuman
2709,2015-08-20,beras,Bahan dan Bumbu Makanan
4585,2015-07-16,gurita,Ikan Segar
2634,2015-04-22,penyedap rasa,Bahan dan Bumbu Makanan
4832,2015-03-12,tepung panir,Bahan dan Bumbu Makanan
2032,2015-07-28,susu sapi,Makanan dan Minuman
2061,2015-12-27,soda,Bahan dan Bumbu Makanan
2210,2015-01-13,markisa,Buah-buahan
2346,2015-05-08,penyedap rasa,Bahan dan Bumbu Makanan
4315,2015-04-26,kepiting,Ikan Segar
4166,2015-07-26,bubur instan,Makanan dan Minuman
3907,2015-10-25,ikan salmon,Ikan Segar
2706,2015-03-22,jagung,Sayuran
2855,2015-05-08,seledri,Sayuran
2074,2015-10-04,telur ayam,Bahan dan Bumbu Makanan
2840,2015-05-27,roti bolu,Makanan dan Minuman
2247,2015-05-31,wortel,Sayuran
4063,2015-07-14,soda,Bahan dan Bumbu Makanan
4780,2015-03-07,bubur instan,Makanan dan Minuman
1081,2015-06-03,daun singkong,Sayuran
4843,2015-02-03,beras,Bahan dan Bumbu Makanan
3246,2015-08-27,kopi,Makanan dan Minuman
4009,2015-07-14,penyedap rasa,Bahan dan Bumbu Makanan
3697,2015-03-10,bubur instan,Makanan dan Minuman
4579,2015-10-29,beras,Bahan dan Bumbu Makanan
3803,2015-06-10,ikan bandeng,Ikan Segar
4108,2015-07-21,kopi,Makanan dan Minuman
1664,2015-01-04,sawi,Sayuran
4179,2015-06-03,daun singkong,Sayuran
4172,2015-02-18,roti bolu,Makanan dan Minuman
2851,2015-02-17,udang,Ikan Segar
3385,2015-06-22,tepung beras,Bahan dan Bumbu Makanan
1303,2015-08-09,yogurt,Makanan dan Minuman
4487,2015-01-22,kepiting,Ikan Segar
2392,2015-03-23,cokelat,Buah-buahan
4218,2015-03-10,minyak goreng,Bahan dan Bumbu Makanan
2891,2015-02-07,bubuk lada,Bahan dan Bumbu Makanan
4474,2015-10-12,daging bebek,Daging-dagingan
4437,2015-07-28,mentega,Bahan dan Bumbu Makanan
2648,2015-08-11,margarin,Bahan dan Bumbu Makanan
1081,2015-03-05,bubuk pengembang,Bahan dan Bumbu Makanan
3071,2015-01-21,roti bolu,Makanan dan Minuman
3409,2015-05-20,daun singkong,Sayuran
2768,2015-01-01,kelapa,Buah-buahan
3424,2015-08-16,ikan sarden,Ikan Segar
4610,2015-04-19,melon,Buah-buahan
3090,2015-04-11,nastar,Makanan dan Minuman
4585,2015-01-05,belut,Ikan Segar
4388,2015-03-20,penyedap rasa,Bahan dan Bumbu Makanan
3751,2015-01-01,markisa,Buah-buahan
2650,2015-11-05,minyak goreng,Bahan dan Bumbu Makanan
2448,2015-08-06,yogurt,Makanan dan Minuman
2652,2015-12-26,permen,Makanan dan Minuman
1385,2015-11-19,udang,Ikan Segar
2960,2015-08-31,kangkung,Sayuran
2736,2015-02-03,susu sapi,Makanan dan Minuman
1768,2015-04-21,roti bolu,Makanan dan Minuman
2002,2015-10-20,gurita,Ikan Segar
3046,2015-11-18,seledri,Sayuran
2284,2015-03-18,roti bolu,Makanan dan Minuman
1708,2015-09-18,mentimun,Sayuran
1952,2015-11-23,daun singkong,Sayuran
3497,2015-08-09,daun singkong,Sayuran
1479,2015-05-14,saus,Bahan dan Bumbu Makanan
1237,2015-09-04,gula,Bahan dan Bumbu Makanan
4353,2015-08-24,ikan nila,Ikan Segar
3528,2015-08-18,minyak goreng,Bahan dan Bumbu Makanan
2092,2015-04-09,roti cokelat,Makanan dan Minuman
2514,2015-02-11,melon,Buah-buahan
4790,2015-05-16,bubur instan,Makanan dan Minuman
1948,2015-08-25,margarin,Bahan dan Bumbu Makanan
3581,2015-01-16,bawang putih,Sayuran
4778,2015-03-26,yogurt,Makanan dan Minuman
2601,2015-03-26,sup,Makanan dan Minuman
4678,2015-03-31,bubur instan,Makanan dan Minuman
3642,2015-02-24,soda,Bahan dan Bumbu Makanan
2957,2015-09-19,mentega,Bahan dan Bumbu Makanan
4585,2015-09-28,roti bolu,Makanan dan Minuman
3637,2015-10-07,cokelat,Buah-buahan
1353,2015-09-02,kopi instan,Makanan dan Minuman
3257,2015-02-13,minyak goreng,Bahan dan Bumbu Makanan
2524,2015-10-09,susu sapi,Makanan dan Minuman
2035,2015-12-23,wafel,Bahan dan Bumbu Makanan
3658,2015-09-26,nastar,Makanan dan Minuman
1901,2015-11-29,penyedap rasa,Bahan dan Bumbu Makanan
3247,2015-01-13,gula,Bahan dan Bumbu Makanan
4308,2015-01-24,nastar,Makanan dan Minuman
1305,2015-05-24,daging sapi,Daging-dagingan
1011,2015-09-12,yogurt,Makanan dan Minuman
2234,2015-07-29,daun singkong,Sayuran
3744,2015-08-12,minyak goreng,Bahan dan Bumbu Makanan
2903,2015-08-08,minyak,Bahan dan Bumbu Makanan
3036,2015-12-07,wortel,Sayuran
2465,2015-12-27,sirup,Bahan dan Bumbu Makanan
1233,2015-03-20,wortel,Sayuran
1366,2015-05-29,tepung terigu,Bahan dan Bumbu Makanan
3741,2015-06-08,roti bolu,Makanan dan Minuman
2230,2015-05-28,tepung terigu,Bahan dan Bumbu Makanan
1206,2015-05-15,kapulaga,Bahan dan Bumbu Makanan
3690,2015-04-24,roti bolu,Makanan dan Minuman
3620,2015-06-18,tepung beras,Bahan dan Bumbu Makanan
4759,2015-02-20,margarin,Bahan dan Bumbu Makanan
3543,2015-11-10,gula,Bahan dan Bumbu Makanan
2792,2015-07-29,ikan beku,Ikan Segar
1929,2015-10-07,buah jeruk,Buah-buahan
2433,2015-08-23,roti bolu,Makanan dan Minuman
4941,2015-01-15,soda,Bahan dan Bumbu Makanan
3547,2015-07-10,mentega,Bahan dan Bumbu Makanan
1290,2015-04-24,belut,Ikan Segar
4207,2015-08-28,daun singkong,Sayuran
2107,2015-01-03,soda,Bahan dan Bumbu Makanan
3050,2015-11-03,susu sapi,Makanan dan Minuman
3814,2015-07-21,bubur instan,Makanan dan Minuman
4875,2015-09-13,kangkung,Sayuran
3691,2015-08-08,stroberi,Buah-buahan
2433,2015-03-14,beras,Bahan dan Bumbu Makanan
4757,2015-09-01,daging sapi,Daging-dagingan
1407,2015-04-29,daun brambang,Sayuran
4718,2015-12-06,margarin,Bahan dan Bumbu Makanan
1240,2015-04-14,bubuk pengembang,Bahan dan Bumbu Makanan
1792,2015-08-15,margarin,Bahan dan Bumbu Makanan
4486,2015-09-11,bawang merah,Sayuran
1757,2015-06-15,roti bolu,Makanan dan Minuman
2186,2015-01-07,gula,Bahan dan Bumbu Makanan
3752,2015-04-15,kapulaga,Bahan dan Bumbu Makanan
3051,2015-11-29,roti bolu,Makanan dan Minuman
3688,2015-10-23,bubur instan,Makanan dan Minuman
4676,2015-01-15,bubur instan,Makanan dan Minuman
2142,2015-06-25,cokelat,Buah-buahan
4939,2015-06-29,soda,Bahan dan Bumbu Makanan
1806,2015-06-07,mentega,Bahan dan Bumbu Makanan
1595,2015-05-10,roti bolu,Makanan dan Minuman
2086,2015-09-03,garam,Bahan dan Bumbu Makanan
4251,2015-03-10,sup,Makanan dan Minuman
2689,2015-04-30,ikan nila,Ikan Segar
2560,2015-11-26,seledri,Sayuran
2393,2015-04-17,tepung beras,Bahan dan Bumbu Makanan
1669,2015-08-19,bubur instan,Makanan dan Minuman
3500,2015-04-21,minyak goreng,Bahan dan Bumbu Makanan
1213,2015-03-03,penyedap rasa,Bahan dan Bumbu Makanan
4598,2015-11-18,kangkung,Sayuran
1404,2015-03-05,mangga,Buah-buahan
1693,2014-09-02,roti bolu,Makanan dan Minuman
4275,2014-10-30,susu sapi,Makanan dan Minuman
1969,2014-05-01,udang,Ikan Segar
3185,2014-12-06,yogurt,Makanan dan Minuman
3474,2014-10-29,telur ayam,Bahan dan Bumbu Makanan
4828,2014-10-28,bubuk lada,Bahan dan Bumbu Makanan
1157,2014-04-10,susu sapi,Makanan dan Minuman
2692,2014-06-23,daun singkong,Sayuran
3399,2014-05-25,susu sapi,Makanan dan Minuman
3792,2014-07-30,tepung beras,Bahan dan Bumbu Makanan
1077,2014-08-30,soda,Bahan dan Bumbu Makanan
2711,2014-10-23,ikan tuna,Ikan Segar
2298,2014-02-10,minyak goreng,Bahan dan Bumbu Makanan
1991,2014-12-25,udang,Ikan Segar
3821,2014-08-03,kopi instan,Makanan dan Minuman
1591,2014-12-29,minyak,Bahan dan Bumbu Makanan
2966,2014-08-10,bubuk lada,Bahan dan Bumbu Makanan
3795,2014-04-02,gula,Bahan dan Bumbu Makanan
2970,2014-11-11,ikan bandeng,Ikan Segar
4468,2014-02-05,cokelat,Buah-buahan
1244,2014-11-25,bubur instan,Makanan dan Minuman
4121,2014-07-25,kecambah,Sayuran
3424,2014-08-05,mangga,Buah-buahan
1341,2014-04-21,cokelat,Buah-buahan
3801,2014-08-25,daun singkong,Sayuran
2230,2014-07-24,kue tart,Makanan dan Minuman
2323,2014-12-27,tepung beras,Bahan dan Bumbu Makanan
2907,2014-02-11,gula,Bahan dan Bumbu Makanan
2447,2014-07-26,cokelat,Buah-buahan
4272,2014-05-15,ikan tongkol,Ikan Segar
1433,2014-09-22,roti cokelat,Makanan dan Minuman
3846,2014-04-08,daging sapi,Daging-dagingan
4694,2014-05-12,roti bolu,Makanan dan Minuman
1748,2014-07-27,roti bolu,Makanan dan Minuman
4410,2014-11-24,penyedap rasa,Bahan dan Bumbu Makanan
4636,2014-03-26,bayam,Sayuran
1867,2014-11-19,daging bebek,Daging-dagingan
4334,2014-03-16,margarin,Bahan dan Bumbu Makanan
1034,2014-02-24,belut,Ikan Segar
3461,2014-05-19,gula,Bahan dan Bumbu Makanan
2488,2014-08-26,penyedap rasa,Bahan dan Bumbu Makanan
4150,2014-03-24,bubuk pengembang,Bahan dan Bumbu Makanan
2412,2014-12-12,kopi instan,Makanan dan Minuman
3505,2014-07-31,soda,Bahan dan Bumbu Makanan
2718,2014-11-08,margarin,Bahan dan Bumbu Makanan
